SalePrice,LotArea,BedroomAbvGr,FullBath,HalfBath,Neighborhood,HouseStyle,OverallQual,YearBuilt
117000,10998,3,2,0,Edwards,1.5Fin,5,1941
83000,1953,2,1,1,BrDale,2Story,6,1973
58500,8212,2,1,0,Edwards,1Story,3,1914
157000,7200,4,1,1,OldTown,2Story,7,1920
105000,9060,2,1,0,Edwards,1.5Fin,6,1939
125500,5436,3,1,0,IDOTRR,1.5Fin,4,1922
250000,16692,5,3,1,NWAmes,2Story,7,1978
136000,8520,5,2,0,OldTown,1.5Fin,6,1916
377500,14892,3,2,0,Gilbert,1Story,9,2006
131000,6000,3,1,0,BrkSide,1.5Fin,6,1941
235000,9100,3,2,0,CollgCr,1Story,7,2000
124000,8944,4,2,0,NAmes,1Story,5,1967
123000,7838,3,1,0,NAmes,SFoyer,5,1967
163000,10800,3,2,0,OldTown,1.5Fin,6,1905
246578,4045,2,2,0,Blmngtn,1Story,7,2006
281213,12665,4,2,1,Timber,2Story,8,2005
137500,6120,4,1,1,BrkSide,2Story,5,1920
138000,7200,3,1,1,NAmes,1.5Fin,5,1950
137450,6171,3,2,1,SWISU,1.5Fin,6,1925
120000,6000,3,1,0,BrkSide,1.5Fin,6,1929
193000,7415,3,2,1,Gilbert,2Story,6,2004
193879,6762,2,2,0,CollgCr,1Story,7,2006
282922,15256,3,2,0,Somerst,1Story,8,2007
105000,10410,3,1,0,OldTown,1.5Fin,3,1915
275000,3842,2,2,0,Crawfor,1Story,8,2004
133000,8445,2,1,0,CollgCr,SFoyer,5,1972
125500,7740,3,1,0,OldTown,2Story,4,1910
215000,20544,3,2,1,NWAmes,2Story,7,1986
230000,12420,3,2,1,CollgCr,2Story,7,2001
140000,9600,3,1,1,NAmes,1.5Fin,6,1950
257000,10994,2,2,0,SawyerW,1Story,8,2005
207000,13053,4,1,1,BrkSide,1.5Fin,6,1923
175900,3635,1,2,0,Blmngtn,1Story,7,2007
122500,11340,4,2,0,OldTown,2Story,4,1885
124000,9204,3,1,1,NAmes,1Story,5,1963
179900,11700,3,2,1,NWAmes,2Story,6,1968
127500,4043,2,2,0,NPkVill,1Story,6,1977
136500,4435,1,1,0,CollgCr,1Story,6,2003
142000,10721,3,1,0,NAmes,1Story,6,1959
271000,10944,3,2,1,NoRidge,2Story,7,1994
140000,10930,3,1,1,NAmes,1.5Fin,5,1945
119000,7200,2,1,0,OldTown,1Story,5,1940
192140,21930,4,2,1,Gilbert,2Story,5,2005
64500,10800,4,2,0,OldTown,1Story,4,1927
186500,10261,3,2,1,Gilbert,2Story,6,2000
160000,17400,3,2,0,Mitchel,1Story,5,1977
174000,8400,3,1,1,NAmes,1Story,6,1962
120500,9000,3,1,0,NAmes,1Story,4,1971
394617,12444,2,2,0,NridgHt,1Story,8,2008
149700,7407,2,1,0,OldTown,1Story,6,1957
197000,11584,3,2,1,NWAmes,SLvl,7,1979
191000,11526,3,2,0,Crawfor,2.5Fin,6,1922
310000,11003,3,2,1,Somerst,2Story,10,2008
179600,8500,3,2,0,CollgCr,1Story,7,2004
129000,8400,3,1,0,Sawyer,SFoyer,6,1966
240000,10000,3,2,1,CollgCr,2Story,8,1995
112000,11767,2,1,1,Edwards,2Story,4,1910
287090,9262,3,2,0,Somerst,1Story,8,2008
145000,3675,2,1,0,Edwards,SLvl,5,2005
185000,7500,2,2,0,Somerst,1Story,7,2004
175000,7917,3,2,1,Gilbert,2Story,6,1999
210000,13175,3,2,0,NWAmes,1Story,6,1978
266500,9042,4,2,0,Crawfor,2Story,7,1941
142125,9717,2,1,0,NAmes,1Story,5,1950
147500,9937,3,1,1,Edwards,1Story,5,1965
